TIME	SAP_FLUX
1354.10595154025	
1354.1073404705014	
1354.108729400985	
1354.110118331235	
1354.1115072617192	45699.73
1354.1128961919705	45753.094
1354.1142851224547	45719.25
1354.1156740527051	45708.203
1354.117062983188	45696.863
1354.1184519134392	45737.14
1354.1198408439234	45714.668
1354.1212297741743	45730.688
1354.1226187044247	45747.023
1354.1240076349084	45723.27
1354.1253965651597	45760.68
1354.1267854956438	45717.457
1354.1281744258938	45759.676
1354.1295633561442	45739.887
1354.1309522863955	45754.812
1354.1323412168797	45723.484
1354.1337301471306	45750.656
1354.1351190773805	45761.805
1354.1365080078647	45780.375
1354.137896938116	45773.426
1354.1392858683673	45738.016
1354.1406747986182	45698.883
1354.1420637288682	45793.023
1354.1434526593523	45733.56
1354.1448415896036	45757.34
1354.1462305198536	45769.555
1354.147619450104	45740.598
1354.1490083803553	45754.05
1354.1503973106066	45772.016
1354.151786240858	45734.285
1354.153175171108	45746.832
1354.1545641013588	45723.316
1354.1559530316101	45735.66
1354.1573419618614	45731.55
1354.1587308921119	45773.24
1354.1601198223618	45747.902
1354.1615087526131	45774.707
1354.1628976828645	45742.387
1354.1642866131153	45768.855
1354.1656755433658	45729.383
1354.1670644736166	45705.535
1354.168453403868	45738.953
1354.1698423341193	45748.676
1354.1712312643692	45779.69
1354.17262019462	45739.02
1354.1740091246386	45719.797
1354.17539805489	45718.49
1354.1767869851412	45736.56
1354.1781759153912	45733.934
1354.1795648456416	45733.523
1354.18095377566	45777.535
1354.182342705911	45758.688
1354.1837316361623	45740.22
1354.1851205664127	45768.6
1354.1865094964307	45757.64
1354.187898426682	45793.797
1354.1892873569325	45745.832
1354.1906762869505	45755.535
1354.192065217201	45734.434
1354.1934541474523	45791.465
1354.1948430774708	45745.227
1354.1962320077216	45718.234
1354.1976209377397	45724.254
1354.19900986799	45725.02
1354.200398798008	45759.53
1354.2017877282594	45714.9
1354.203176658277	45711.58
1354.2045655885279	45774.52
1354.2059545185464	45718.293
1354.2073434487968	45751.93
1354.2087323788153	45740.582
1354.2101213090662	45726.457
1354.2115102390837	45772.664
1354.212899169335	45767.22
1354.214288099353	45762.914
1354.2156770293707	45762.57
1354.2170659596216	45751.973
1354.2184548896391	45733.133
1354.2198438196576	45734.848
1354.221232749909	45715.59
1354.222621679927	45752.715
1354.2240106099446	45788.52
1354.2253995401954	45758.875
1354.226788470214	45789.508
1354.2281774002317	45764.44
1354.2295663302496	45744.33
1354.2309552605009	45776.35
1354.232344190519	45797.906
1354.2337331205374	45796.875
1354.235122050555	45787.59
1354.2365109805721	45811.652
1354.2378999105906	45744.914
1354.239288840609	45752.156
1354.2406777708604	45744.77
1354.2420667008785	45751.668
1354.2434556308956	45719.496
1354.244844560914	45694.574
1354.2462334909326	45728.168
1354.2476224209502	45728.12
1354.2490113509682	45775.867
1354.2504002809858	45749.89
1354.2517892110043	45732.707
1354.2531781410228	45736.668
1354.25456707104	45722.45
1354.255956001058	45772.77
1354.2573449310764	45790.863
1354.258733860862	45786.305
1354.2601227908801	45803.504
1354.2615117208973	45761.9
1354.2629006509158	45779.35
1354.2642895809342	45742.844
1354.2656785109527	45757.95
1354.2670674407375	45757.05
1354.2684563707546	45757.72
1354.269845300773	45739.473
1354.2712342307916	45750.207
1354.272623160576	45744.777
1354.274012090594	45731.74
1354.2754010206124	45746.98
1354.276789950631	45722.734
1354.2781788804166	45766.992
1354.2795678104337	45732.492
1354.2809567404513	45756.293
1354.282345670237	45765.453
1354.2837346002555	45771.617
1354.2851235300407	45797.242
1354.2865124600578	45756.625
1354.2879013900763	45779.203
1354.289290319862	45721.887
1354.29067924988	45754.766
1354.2920681796647	45736.465
1354.2934571096828	45743.184
1354.2948460394684	45779.54
1354.296234969487	45778.79
1354.2976238992712	45751.883
1354.2990128292888	45738.914
1354.3004017590745	45794.785
1354.3017906888601	45778.082
1354.3031796188786	45742.2
