TIME	SAP_FLUX
2448.1929758226356	6031.392
2448.194364849353	6056.029
2448.195753876071	6044.6245
2448.197142902788	6048.6387
2448.1985319294467	6049.9585
2448.199920956165	6036.2524
2448.2013099828823	6027.3877
2448.2026990095997	6027.985
2448.204088036259	6037.318
2448.205477062919	6036.869
2448.2068660896357	6019.5713
2448.208255116294	6040.085
2448.2096441429526	6037.395
2448.2110331696126	6008.6753
2448.21242219633	6044.722
2448.213811222932	6025.4473
2448.2152002495905	6066.8677
2448.216589276249	6020.244
2448.217978302909	6027.9443
2448.2193673295683	6058.1772
2448.220756356169	6044.3887
2448.2221453828274	6022.231
2448.2235344094283	6047.109
2448.2249234360875	6053.5645
2448.2263124626893	6036.834
2448.2277014892898	6026.0054
2448.2290905158907	6041.015
2448.230479542492	6032.4233
2448.231868569094	6046.061
2448.2332575956943	6032.134
2448.234646622295	6049.89
2448.2360356488966	6058.368
2448.237424675439	6024.478
2448.2388137020394	6048.3296
2448.2402027286403	6034.521
2448.241591755183	6033.435
2448.2429807817257	6052.6963
2448.2443698083275	6033.6367
2448.24575883487	6030.9214
2448.247147861412	6014.1284
2448.2485368879557	6063.907
2448.2499259144984	6028.961
2448.251314941041	6038.3804
2448.252703967583	6040.2363
2448.2540929940674	6051.498
2448.2554820206105	6020.925
2448.2568710471537	6049.7065
2448.258260073638	6036.0537
2448.259649100181	6047.3237
2448.2610381266654	6042.1743
2448.262427153151	6039.67
2448.263816179693	6049.035
2448.265205206177	6040.8467
2448.2665942326626	6041.9956
2448.2679832591466	6018.9497
2448.2693722856307	6037.6465
2448.270761312115	6024.877
2448.2721503385415	6031.6294
2448.273539365026	6048.676
2448.2749283915114	6033.0386
2448.276317417937	6024.173
2448.2777064444213	6046.3687
2448.2790954708485	6019.728
2448.280484497275	6019.8174
2448.2818735237597	6041.4463
2448.283262550185	6039.646
2448.284651576611	6016.3813
2448.286040603038	6033.177
2448.2874296294644	6029.67
2448.2888186558907	6031.523
2448.290207682259	6040.8584
2448.291596708685	6028.2534
2448.2929857351123	6019.3916
2448.29437476148	6030.157
2448.295763787906	6041.228
2448.297152814275	6054.2285
2448.2985418406424	6047.869
2448.2999308670683	6038.934
2448.3013198934364	6031.0913
2448.3027089198044	6051.1772
2448.3040979461725	6014.472
2448.3054869725415	6056.388
2448.306875998909	6047.2197
2448.308265025219	6043.6875
2448.3096540515876	6041.634
2448.3110430779566	6004.723
2448.312432104266	6031.851
2448.313821130633	6045.3354
2448.3152101569426	6051.2607
2448.3165991833116	6026.4976
2448.3179882096215	6038.8906
2448.3193772359314	6021.911
2448.3207662622412	6042.0737
2448.322155288551	6042.6577
2448.323544314862	6037.726
2448.3249333411713	6027.0234
2448.3263223674808	6035.6855
2448.3277113937916	6043.458
2448.329100420043	6017.997
2448.330489446352	6057.7744
2448.331878472604	6039.934
2448.3332674989138	6029.8564
2448.334656525166	6022.996
2448.336045551418	6044.9185
2448.337434577728	6031.454
2448.3388236039796	6044.002
2448.3402126302312	6029.214
2448.341601656484	6037.206
2448.342990682735	6036.987
2448.3443797089276	6036.364
2448.345768735179	6029.287
2448.3471577614314	6029.168
2448.348546787625	6037.8735
2448.3499358138765	6046.321
2448.35132484007	6034.026
2448.3527138663217	6040.721
2448.354102892516	6033.0244
2448.355491918709	6035.822
2448.3568809449603	6030.285
2448.3582699711546	6058.908
2448.3596589973477	6030.0273
2448.361048023541	6040.6133
2448.3624370496764	6035.8237
2448.3638260758694	6031.214
2448.3652151020638	6033.7056
2448.366604128257	6011.6655
2448.3679931543925	6033.562
2448.369382180586	6023.206
2448.370771206721	6022.5674
2448.3721602328574	6045.8037
2448.373549259051	6026.6836
2448.374938285185	6039.9897
2448.3763273113195	6033.414
2448.3777163374557	6030.089
2448.379105363591	6051.103
2448.380494389726	6040.2793
2448.3818834158615	6029.0093
2448.3832724419385	6028.5176
2448.3846614680747	6052.783
2448.3860504942095	6034.531
2448.3874395202865	6030.5576
2448.3888285464222	6033.2935
2448.3902175724993	6056.218
2448.3916065985763	6024.3975
2448.392995624711	6041.82
2448.3943846507877	6049.1807
2448.3957736768657	6031.368
2448.3971627029428	6033.926
2448.39855172902	6031.2485
2448.399940755097	6025.734
2448.4013297811157	6030.7188
2448.4027188071937	6030.173
2448.4041078332707	6046.291
2448.4054968592886	6040.3496
2448.4068858853648	6028.1006
2448.4082749113845	6029.355
2448.4096639374034	6050.071
2448.4110529634804	6016.8438
2448.4124419894993	6036.929
2448.413831015519	6034.4434
2448.415220041538	6028.6426
2448.4166090675567	6030.278
2448.4179980935755	6020.6875
2448.4193871195944	6034.7163
2448.420776145613	6034.3296
2448.422165171574	6046.1216
2448.4235541975922	6033.516
2448.4249432235524	6011.099
2448.426332249572	6000.724
2448.427721275533	6041.751
2448.4291103015516	6024.3667
2448.4304993275123	6054.9146
2448.431888353473	6022.38
2448.4332773794345	6034.3433
2448.434666405395	6036.614
2448.436055431355	6029.2817
2448.4374444573145	6052.8247
2448.438833483276	6054.4214
2448.4402225091794	6032.2886
2448.4416115351396	6053.6787
2448.4430005611	6039.897
2448.444389587003	6017.3696
2448.4457786129637	6040.816
2448.447167638867	6036.741
2448.448556664769	6031.845
2448.4499456907292	6042.367
2448.4513347166317	6028.5425
2448.452723742534	6021.4053
2448.454112768436	6044.6733
2448.455501794338	6027.7495
2448.4568908202414	6052.2056
2448.4582798460856	6037.8135
2448.459668871988	6048.0444
2448.4610578978904	6017.943
2448.4624469237347	6031.87
2448.463835949638	6035.5713
2448.4652249754827	6043.8794
2448.4666140013846	6035.056
2448.468003027228	6047.3228
2448.469392053072	6030.118
2448.4707810789173	6039.9155
2448.472170104761	6046.0005
2448.473559130605	6040.2236
2448.47494815645	6040.411
2448.476337182294	6051.221
2448.4777262081393	6016.1255
2448.479115233983	6032.059
2448.4805042597686	6015.61
2448.481893285613	6032.147
2448.483282311399	6034.1606
2448.4846713372426	6032.1694
2448.486060363028	6022.8926
2448.487449388815	6052.2417
2448.4888384146593	6047.564
2448.4902274404462	6040.5605
2448.4916164662322	6034.8965
2448.4930054920183	6022.015
2448.4943945178043	6022.0225
2448.495783543533	6049.172
2448.497172569318	6047.36
2448.498561595103	6043.9053
2448.499950620889	6025.6597
2448.501339646618	6035.5796
2448.5027286724035	6035.672
2448.504117698131	6029.8447
2448.5055067238595	6016.317
2448.5068957496455	6038.2056
2448.5082847753742	6019.2114
2448.5096738011016	6031.8926
2448.511062826829	6037.0996
2448.5124518525568	6021.8506
2448.5138408782846	6037.1772
2448.515229904012	6040.779
2448.5166189297393	6048.453
2448.5180079554098	6035.164
2448.5193969811385	6040.4487
2448.5207860068663	6041.5005
2448.522175032536	6027.129
2448.5235640582637	6036.9893
2448.5249530839333	6041.4116
2448.526342109604	6042.821
2448.5277311352725	6019.3345
2448.5291201609994	6058.2334
2448.530509186669	6039.0327
2448.5318982123395	6033.2065
2448.533287238009	6043.4775
2448.5346762636204	6041.2583
2448.53606528929	6036.908
2448.5374543149596	6022.3115
2448.53884334063	6038.323
2448.540232366241	6056.83
2448.54162139191	6028.616
2448.5430104175216	6051.845
2448.544399443191	6024.9736
2448.5457884688026	6037.618
2448.547177494414	6041.7417
2448.5485665200254	6027.11
2448.5499555456377	6045.559
2448.551344571249	6023.6587
2448.5527335968604	6030.013
2448.554122622472	6050.7856
2448.555511648083	6036.3306
2448.5569006736955	6030.55
2448.558289699248	6032.5396
2448.5596787248583	6019.63
2448.5610677504696	6034.9443
2448.5624567760237	6027.803
2448.563845801577	6027.348
2448.5652348271883	6039.597
2448.5666238527415	6050.5967
2448.5680128782947	6028.1133
2448.5694019038488	6020.197
2448.570790929402	6033.372
2448.572179954955	6032.5107
2448.573568980508	6039.5596
2448.5749580060606	6050.963
2448.5763470316147	6029.0195
2448.5777360571674	6031.299
2448.579125082662	6047.5864
2448.580514108216	6037.417
2448.581903133711	6032.042
2448.583292159264	6027.3945
2448.584681184759	6024.31
2448.586070210254	6030.2993
2448.587459235808	6019.0176
2448.5888482613022	6032.358
2448.5902372867963	6040.4272
2448.5916263122913	6041.6733
2448.593015337787	6044.7593
2448.594404363282	6035.111
2448.595793388719	6027.6694
2448.597182414214	6052.0474
2448.5985714397098	6015.0195
2448.5999604651465	6026.6436
2448.6013494906415	6057.6567
2448.6027385160783	6035.113
2448.604127541573	6031.7407
2448.605516567009	6045.3745
2448.6069055924468	6019.8037
2448.6082946179413	6074.8086
2448.6096836433776	6042.8057
2448.6110726688153	6038.1123
2448.612461694252	6041.8633
2448.613850719689	6028.114
2448.6152397451256	6025.717
2448.616628770504	6029.7744
2448.618017795942	6026.4375
2448.619406821378	6022.7715
2448.6207958467558	6028.318
2448.622184872192	6034.3433
2448.6235738975715	6027.406
2448.624962923009	6046.4355
2448.6263519483873	6034.3574
2448.6277409737654	6035.9336
2448.629129999145	6029.3364
2448.6305190245234	6041.6694
2448.631908049902	6052.8184
2448.6332970752806	6028.808
2448.6346861006587	6037.137
2448.6360751260368	6017.44
2448.637464151416	6024.6987
2448.6388531767943	6036.3906
2448.640242202114	6052.7017
2448.6416312274937	6024.0854
2448.643020252814	6043.679
2448.6444092781926	6044.5054
2448.645798303513	6018.6475
2448.6471873288333	6036.4985
2448.6485763542128	6034.492
2448.649965379533	6033.9546
2448.6513544048526	6022.5312
2448.652743430173	6040.254
2448.6541324554933	6032.5815
2448.6555214808145	6033.9346
2448.656910506076	6032.723
2448.658299531396	6042.936
2448.6596885567174	6038.761
2448.6610775820377	6024.188
2448.6624666073008	6044.017
2448.6638556326207	6029.232
2448.665244657882	6048.608
2448.6666336831436	6036.1196
2448.668022708465	6035.83
2448.6694117337265	6030.913
2448.670800758988	6037.2896
2448.6721897842513	6028.292
2448.6735788095134	6028.7144
2448.6749678347765	6034.712
2448.6763568600386	6028.493
2448.6777458853007	6021.9673
2448.6791349105047	6019.6304
2448.680523935767	6027.2
2448.681912961028	6033.774
2448.683301986232	6034.308
2448.684691011494	6016.0786
2448.686080036699	6045.33
2448.6874690619607	6045.2314
2448.688858087164	6044.376
2448.690247112369	6025.8887
2448.691636137573	6022.5728
2448.6930251627778	6035.8696
2448.6944141879812	6021.2393
2448.6958032131843	6035.6924
2448.6971922383877	6022.9307
2448.6985812635926	6043.981
2448.699970288796	6031.1724
2448.701359313942	6039.386
2448.702748339146	6021.543
2448.704137364351	6035.9316
2448.7055263894968	6019.797
2448.7069154147007	6052.4155
2448.7083044398464	6039.802
2448.709693464992	6035.466
2448.711082490138	6031.034
2448.712471515341	6043.883
2448.7138605404866	6034.045
2448.7152495656323	6042.8853
2448.716638590779	6017.78
2448.7180276159247	6032.3325
2448.7194166410122	6026.7393
2448.720805666158	6044.9434
2448.7221946913037	6031.796
2448.7235837164503	6034.081
2448.7249727415374	6029.9087
2448.726361766682	6045.049
2448.7277507917697	6022.9995
2448.7291398168577	6039.1533
2448.7305288420034	6036.051
2448.731917867091	6029.675
2448.7333068921785	6054.206
2448.734695917267	6025.808
2448.7360849423544	6030.112
2448.737473967442	6008.2603
2448.7388629925294	6040.2324
2448.740252017617	6040.5625
2448.7416410427045	6025.1807
2448.743030067791	6035.097
2448.7444190928204	6025.094
2448.745808117908	6037.661
2448.747197142938	6036.213
2448.7485861680257	6035.8384
2448.749975193055	6040.5073
2448.7513642181425	6019.694
2448.752753243172	6041.3438
2448.754142268202	6010.844
2448.7555312932313	6035.2354
2448.7569203182597	6030.715
2448.758309343289	6020.731
2448.7596983683184	6041.2773
2448.7610873933486	6037.3184
2448.7624764183774	6034.144
2448.7638654434063	6044.157
2448.7652544684365	6039.665
2448.7666434934076	6033.6543
2448.768032518437	6021.7104
2448.769421543408	6003.3438
2448.7708105684374	6029.0415
2448.7721995934085	6007.6475
2448.7735886183796	6028.049
2448.7749776434084	6026.7085
2448.776366668379	6033.3184
2448.777755693351	6031.6343
2448.779144718322	6035.6377
2448.7805337432933	6045.563
2448.7819227682644	6018.325
2448.7833117932364	6047.459
2448.7847008182075	6044.0176
2448.7860898431204	6024.0684
2448.7874788680906	6046.2495
2448.7888678930617	6026.556
2448.7902569179746	6023.223
2448.7916459429466	6032.17
2448.793034967859	6026.561
2448.7944239927715	6054.176
2448.7958130177435	6034.8833
2448.7972020426564	6011.981
2448.7985910675693	6046.1274
2448.799980092482	6035.4316
2448.801369117395	6016.6685
2448.802758142308	6036.194
2448.804147167221	6017.2505
2448.8055361921333	6021.4463
2448.8069252170462	6028.025
2448.8083142419596	5997.837
2448.809703266815	6044.585
2448.8110922917276	6043.499
2448.812481316582	6039.406
2448.8138703414957	6048.9287
2448.8152593663503	6039.3354
2448.816648391264	6015.997
2448.818037416118	6018.5986
2448.8194264409717	6005.835
2448.8208154658264	6024.74
2448.822204490682	6022.99
2448.8235935155362	6041.6562
2448.8249825403905	6026.8965
2448.826371565246	6043.657
2448.8277605901008	6029.57
2448.8291496149563	6033.637
2448.8305386398106	6055.585
2448.831927664607	6030.5747
2448.8333166894618	6028.3486
2448.834705714258	6035.1543
2448.8360947391125	6046.3447
2448.837483763909	6041.9946
2448.8388727887636	6031.516
2448.840261813561	6034.7217
2448.8416508383575	6036.357
2448.843039863154	6035.349
2448.8444288879505	6037.3887
2448.845817912747	6034.534
2448.8472069375443	6034.8516
2448.84859596234	6034.0835
2448.8499849871355	6026.287
2448.851374011932	6014.263
2448.8527630367294	6027.253
2448.854152061467	6052.164
2448.855541086263	6038.3457
2448.8569301110024	6029.756
2448.8583191357993	6023.0957
2448.859708160538	6020.072
2448.8610971853345	6041.6
2448.862486210073	6037.9165
2448.8638752348106	6028.9956
2448.8652642595484	6038.056
2448.8666532842867	6036.563
2448.868042309025	6027.054
2448.8694313337633	6026.6895
2448.8708203585024	6043.722
2448.8722093832407	6045.066
2448.873598407979	6046.035
2448.8749874327173	6024.556
2448.8763764573973	6020.0166
2448.8777654821365	6054.885
2448.879154506874	6043.9854
2448.880543531553	6032.93
2448.881932556233	6042.935
2448.8833215809723	6014.948
2448.884710605653	6024.9077
2448.886099630333	6039.436
2448.8874886550707	6032.1377
2448.8888776797517	6021.2793
2448.8902667044317	6027.788
2448.891655729112	6049.5605
2448.893044753792	6032.8467
2448.8944337784715	6039.709
2448.895822803093	6016.7603
2448.897211827774	6045.95
2448.8986008524535	6021.021
2448.899989877133	6031.1816
2448.901378901756	6033.978
2448.902767926436	6016.1973
2448.9041569510578	6035.3965
2448.9055459756796	6033.3716
2448.9069350003597	6016.8247
2448.9083240249824	6033.776
2448.909713049604	6041.147
2448.911102074225	6042.357
2448.9124910988467	6030.783
2448.913880123527	6017.8433
2448.9152691480917	6011.713
2448.916658172713	6032.6895
2448.9180471973345	6028.1304
2448.9194362219573	6027.8555
2448.920825246579	6041.842
2448.922214271143	6038.476
2448.9236032957647	6031.4717
2448.924992320386	6044.879
2448.9263813449493	6019.6436
2448.927770369514	6033.002
2448.9291593941352	6029.092
2448.9305484186984	6014.8027
2448.931937443263	6048.7207
2448.933326467885	6030.41
2448.9347154924485	6041.739
2448.936104517012	6034.5474
2448.9374935415763	6020.087
2448.9388825661404	6020.619
2448.940271590704	6029.411
2448.9416606152085	6030.4614
2448.943049639772	6014.142
2448.944438664336	6030.415
2448.9458276889004	6019.9653
2448.9472167134054	6036.9863
2448.9486057379686	6050.213
2448.949994762475	6038.219
2448.9513837870386	6028.6157
2448.952772811545	6036.7227
2448.95416183605	6028.795
2448.9555508605545	6026.6626
2448.9569398851177	6040.9326
2448.958328909624	6033.96
2448.959717934129	6025.7944
2448.961106958634	6028.23
2448.9624959831403	6042.342
2448.9638850076462	6024.3174
2448.965274032094	6034.3975
2448.9666630565994	6025.4272
2448.968052081105	6013.6133
2448.9694411056103	6053.974
2448.9708301300575	6033.0073
2448.972219154562	6034.034
2448.9736081790093	6008.8574
2448.9749972034565	6045.3467
2448.976386227963	6028.5757
2448.97777525241	6045.898
2448.9791642768573	6023.3975
2448.9805533013046	6038.2144
2448.98194232581	6027.139
2448.983331350258	6020.4165
2448.984720374705	6012.963
2448.9861093991512	6016.441
2448.98749842354	6036.296
2448.988887447988	6028.4136
2448.9902764724357	6018.652
2448.991665496883	6027.5713
2448.9930545212715	6013.558
2448.9944435457196	6057.008
2448.9958325701086	6043.316
2448.997221594556	6024.074
2448.998610618945	6038.992
2448.999999643392	6036.9707
2449.001388667781	6023.3433
2449.00277769217	6042.267
2449.0041667165588	6025.049
2449.0055557409473	6041.0894
2449.0069447653955	6013.4424
2449.0083337897845	6033.463
2449.0097228141153	6034.304
2449.0111118385043	6027.285
2449.0125008628934	6028.6846
2449.0138898872833	6026.743
2449.015278911672	6021.42
2449.0166679360022	6034.553
2449.0180569603913	6021.3936
2449.019445984722	6034.445
2449.020835009112	6031.912
2449.0222240334424	6027.8184
2449.023613057831	6019.8706
2449.0250020821627	6033.2017
2449.0263911064935	6036.411
2449.0277801308243	6025.607
2449.0291691552134	6025.175
2449.030558179544	6035.518
2449.031947203875	6051.242
2449.033336228206	6017.94
2449.034725252478	6014.671
2449.0361142768083	6044.42
2449.03750330114	6030.256
2449.038892325471	6034.999
2449.0402813497435	6043.825
2449.0416703740743	6036.5347
2449.0430593984056	6027.714
2449.0444484226787	6039.013
2449.0458374470104	6026.5796
2449.047226471282	6032.085
2449.048615495554	6050.0737
2449.0500045198846	6014.518
2449.051393544158	6021.1465
2449.0527825684303	6039.7544
2449.0541715927025	6051.324
2449.055560616976	6044.704
2449.0569496412486	6007.6055
2449.058338665522	6037.3857
2449.0597276897943	6042.829
2449.0611167140664	6029.7764
2449.062505738281	6036.089
2449.0638947625534	6032.066
2449.0652837868256	6026.53
